index,propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,locationId,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,favourite,newProperty,multimedia,contactInfo,parkingSpace,priceByArea,features,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,labels,topHighlight,superTopHighlight,topNewDevelopment,urgentVisualHighlight,visualHighlight,preferenceHighlight,floor,hasLift,highlight,priceDropValue,dropDate,priceDropPercentage,highlightComment,newDevelopmentFinished,distance,geometry
0,100641102,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/b6/d4/76/1099091264.jpg,PED-27023C,16,25000000.0,chalet,sale,1230.0,False,5,9,Calle de Joan d'Alòs,Barcelona,Barcelona,Les Corts,es,Pedralbes,0-EU-ES-08-13-001-019-04-003,41.3926426,2.1037391,False,https://www.idealista.com/inmueble/100641102/,"Pedralbes is one of Barcelona's most exclusive and desirable neighbourhoods, known for its luxurious properties and grand mansions. A luxury home in Pedralbes would likely be a spacious, elegant and well-appointed residence with top quality amenities and high-end finishes. Villa set on a large plot of land with extensive gardens and outdoor living areas. The property offers spectacular views of the city and is situated in a quiet and private neighbourhood with easy access to the city centre and other amenities. Inside, the house boasts spacious and bright rooms, high ceilings, large windows and elegant finishes such as marble pieces, custom-made wardrobes and designer lighting. The living areas are designed for entertaining and relaxation, with comfortable sitting areas, formal dining rooms and gourmet kitchens equipped with high-end appliances. The master suite will be a luxurious retreat, with ample space, 2 dressing rooms and 2 en-suite bathrooms with top quality fixtures and fittings. Other features to highlight are home cinema room, wine cellar, gymnasium, spa and 2 outdoor heated swimming pool, garden and upper terrace.  Overall, the house is a reflection of luxury in the real estate sector and has been catalogued as a work of art by two renowned magazines.  Pedralbes would be a showcase of opulence and refinement, offering the ultimate in comfort, convenience and style for its lucky residents. Do not hesitate to contact Albatros to visit this magnificent property.",True,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/b6/d4/76/1099091264.jpg', 'tag': 'terrace'}]}","{'commercialName': 'Albatros Luxury Real Estate', 'phone1': {'phoneNumber': '936174033', 'formattedPhone': '936 17 40 33', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936174033', 'nationalNumber': True}, 'contactName': 'Jordana', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/d3/a0/5f/albatros-luxury-real-estate.gif', 'contactMethod': 'all', 'micrositeShortName': 'albatros-luxury-real-estate'}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20325.0,"{'hasSwimmingPool': True, 'hasTerrace': True, 'hasAirConditioning': True, 'hasBoxRoom': True, 'hasGarden': True}","{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pedralbes, Barcelona', 'title': ""Detached house in Calle de Joan d'Alòs""}",True,False,False,False,"[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,,,,,,,,,,POINT (2.1037391 41.3926426)
1,97601445,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/42/b3/9d/984447806.jpg,15841,60,13800000.0,flat,sale,700.0,True,4,6,Paseo de Gràcia,Barcelona,Barcelona,Eixample,es,La Dreta de l'Eixample,0-EU-ES-08-13-001-019-02-004,41.3928197,2.1668433,False,https://www.idealista.com/inmueble/97601445/,"This majestic 700m2 property is located in Paseo de Gracia, a place where national and international high-end firms are located, and a few minutes from emblematic monuments such as La Pedrera or Casa Batlló, as well as a great communication to the rest of Barcelona.  The building in which the house is located is the work of the architect Joaquim Codina i Matalí, is a clear example of the modernist movement of the twentieth century. It is recognizable and is characterized by its large windows and beautiful railings.  The property is distributed in 700m2 next to a charming terrace of 300m2 with a central fountain that has a large space to enjoy the outdoors.  Its distribution consists of the entire main floor of the building and houses several rooms for multiple uses, the current distribution consists of 4 bedrooms, 6 bathrooms, a waiting room, a library and an office. In addition, it has two mezzanines with bedrooms for children/guests with bathrooms and the service quarters have a kitchen and are completely separate. On the other hand, it has a dining room with a lot of period features, such as high ceilings with moldings, tiled floors, a living room with seating next to the windows, etc. Between the dining room and kitchen is a room that has been fully lined with mahogany cabinets and designed as a bar area. From the front of the house there are breathtaking views of Paseo de Gracia, and the fantastic garden at the back is an oasis of peace, tranquility and beauty in the heart of the city. It is a unique and spectacular home with its own character. Southwest facing. Exclusive, design and in an excellent area.  AREA: Paseo de Gracia. TRANSPORT: Metro (L1, L2, L3, L4), RENFE, FGC, Bus and Bicing.",True,renew,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/42/b3/9d/984447806.jpg', 'tag': 'terrace'}]}","{'commercialName': 'ATIPIKA Lifestyle Properties', 'phone1': {'phoneNumber': '934815032', 'formattedPhone': '934 81 50 32', 'prefix': '34', 'phoneNumberForMobileDialing': '+34934815032', 'nationalNumber': True}, 'contactName': 'Atipika Lifestyle Properties', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/81/58/85/atipikabarcelona.gif', 'contactMethod': 'all', 'micrositeShortName': 'atipikabarcelona'}",,19714.0,"{'hasTerrace': True, 'hasAirConditioning': True, 'hasGarden': True}",{'typology': 'flat'},"{'subtitle': ""La Dreta de l'Eixample, Barcelona"", 'title': 'Flat in Paseo de Gràcia'}",False,False,True,False,,False,False,False,False,False,False,en,False,,,,,,,,POINT (2.1668433 41.3928197)
2,97536243,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/eb/2c/b9/1102962267.jpg,PEA21041C,11,12500000.0,chalet,sale,889.0,False,6,6,Avenida de Pearson,Barcelona,Barcelona,Les Corts,es,Pedralbes,0-EU-ES-08-13-001-019-04-003,41.3940894,2.1015913,False,https://www.idealista.com/inmueble/97536243/,"Beautiful manor house on Pearson Avenue with idyllic views. This property has a plot of almost 5.000m2 with a fantastic garden perfectly maintained and organized. The property is completely exterior with terraced garden and swimming pool, the finishes of the property are excellent. It has orientation 4 winds and beautiful panoramic views of the city of Barcelona. The house has super diaphanous and large spaces, six excellent exterior bedrooms, six bathrooms and pleasantly imposing views. It has a very generous service area. And it has parking.",True,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/eb/2c/b9/1102962267.jpg', 'tag': 'livingRoom'}]}","{'commercialName': 'Albatros Luxury Real Estate', 'phone1': {'phoneNumber': '936174033', 'formattedPhone': '936 17 40 33', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936174033', 'nationalNumber': True}, 'contactName': 'Jordana', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/d3/a0/5f/albatros-luxury-real-estate.gif', 'contactMethod': 'all', 'micrositeShortName': 'albatros-luxury-real-estate'}",,14061.0,"{'hasSwimmingPool': True, 'hasTerrace': True, 'hasAirConditioning': False, 'hasBoxRoom': False, 'hasGarden': False}","{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pedralbes, Barcelona', 'title': 'Detached house in Avenida de Pearson'}",True,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,,,,,,,,,,POINT (2.1015913 41.3940894)
3,101167817,,25-5-04686,0,12000000.0,flat,sale,632.0,True,5,4,subdistrict La Dreta de l'Eixample,Barcelona,Barcelona,Eixample,es,La Dreta de l'Eixample,0-EU-ES-08-13-001-019-02-004,41.3916082,2.1686188,False,https://www.idealista.com/inmueble/101167817/,"Apartment in Barcelona. Walk of Grace. Listed Modernist Building. Original conservation. More than 800 m2 per floor. Price to consult. For identification, a confidentiality agreement will be signed. Refrain from intermediaries. Deals only with direct buyers. We are Grup 90 Advocats i Assessors, more than thirty years at the service of our clients. Seriousness and transparency guaranteed. We work products on direct order from the property. Avoid unprofessional intermediaries and buy at the best price, under the best conditions, with the peace of mind and security that our company offers you. We are Grup 90 Advocats i Assessors, more than thirty years to the service of our clients. Seriousness and transparency guaranteed. We work products for direct order of the property. Avoid intermediaries without professionalism and buy at the best price, in the best conditions, with the tranquility and safety that our company offers him.",False,good,False,False,False,{},"{'commercialName': 'GRUP 90', 'phone1': {'phoneNumber': '873610633', 'formattedPhone': '873 61 06 33', 'prefix': '34', 'phoneNumberForMobileDialing': '+34873610633', 'nationalNumber': True}, 'contactName': 'Grup90', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/64/7e/ad/grup-90.gif', 'contactMethod': 'all', 'micrositeShortName': 'grup-90'}",,18987.0,"{'hasSwimmingPool': False, 'hasTerrace': True, 'hasAirConditioning': False, 'hasBoxRoom': False, 'hasGarden': False}",{'typology': 'flat'},"{'subtitle': ""La Dreta de l'Eixample, Barcelona"", 'title': 'Flat'}",False,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,bj,False,,,,,,,,POINT (2.1686188 41.3916082)
4,81247994,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/80/49/2e/573090384.jpg,BCN9752,43,10000000.0,chalet,sale,900.0,False,7,8,subdistrict Pedralbes,Barcelona,Barcelona,Les Corts,es,Pedralbes,0-EU-ES-08-13-001-019-04-003,41.394633,2.1104312,False,https://www.idealista.com/inmueble/81247994/,"This sizeable modern family home enjoys an excellent location in the upmarket Pedralbes neighbourhood of Barelona City. Impeccably designed with high-end finishes and great attention to detail, the property is presented in pristine condition with a long list of special features that make it a truly luxurious home. To the front and rear of the house we find beautifully maintained private gardens with a lawn, pool and excellent exterior lighting.  The interiors are characterised by abundant natural light and large open rooms with a subtle neutral colour scheme combined with marble floors and Italian designer furniture to create a cool, calm and very elegant atmosphere. A Bang y Olufsen audiovisual system has been installed throughout the house, along with air conditioning, motorized blinds and cutting-edge home automation and security systems.  The villa is organized over 4 levels and has a lift connecting them all. On entering the house we find the kitchen diner with a central island to the left with a separate entrance and a guest toilet. Moving on we find the living and dining area which is comprised of 3 rooms: the main one for dining, the second one as a lounge with a fireplace and the third space is a TV room. Both the kitchen and the living room provide direct access to a sheltered area for use as a summer lounge and dining area.  On the first floor we find 2 en-suite bedrooms, one with access to a terrace, and the master bedroom with its dressing room, study and a terrace with views of the garden.  There are 2 en-suite bedrooms on the second floor, both of which enjoy access to a terrace. A study with a terrace completes this level of the house.  The basement offers a garage which can accommodate 4-6 cars, an en-suite bedroom, storage room, utility and ironing area and a room which has been designed for use as a home cinema. There is also a gym with a bathroom with stairs up to the pool.  This outstanding property is particularly well suited to a large family looking for a modern villa in a prime area of Barcelona.",False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/80/49/2e/573090384.jpg', 'tag': 'facade'}]}","{'commercialName': 'Lucas Fox', 'phone1': {'phoneNumber': '936175578', 'formattedPhone': '936 17 55 78', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936175578', 'nationalNumber': True}, 'contactName': 'Lucas Fox Barcelona', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/03/8d/cf/lucas-fox.gif', 'contactMethod': 'all', 'micrositeShortName': 'lucas-fox'}",,11111.0,"{'hasSwimmingPool': True, 'hasTerrace': True, 'hasAirConditioning': True, 'hasGarden': True}",{'typology': 'chalet'},"{'subtitle': 'Pedralbes, Barcelona', 'title': 'House'}",True,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,,,,,,,,,,POINT (2.1104312 41.394633)
5,99796158,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/ea/a3/bf/1120000988.jpg,W-02M9ON,47,9950000.0,chalet,sale,1780.0,False,7,5,subdistrict Pedralbes,Barcelona,Barcelona,Les Corts,es,Pedralbes,0-EU-ES-08-13-001-019-04-003,41.3901593,2.1035172,False,https://www.idealista.com/inmueble/99796158/,"Stunning independent house in Pedralbes Located in the residential and quiet neighborhood of Pedralbes, surrounded by multiple schools of high national and international prestige and very well connected to the main access and exit routes of the city of Barcelona, we find this wonderful 4-storey house with a garden and multiple areas. exteriors. The property is deeded as a house, but it is currently used for a cultural destination, so the distribution is designed based on the latter use. We access the property through the large garden located on the ground floor that has a garden area, a park, and a large porch enabled as an outdoor dining room among many other options for outdoor spaces in a unique and privileged environment. As we have already mentioned, the house has 4 floors, these being the ground floor, first floor, second floor and basement floor, which are connected to each other by means of a beautiful and elegant wooden and marble staircase. Between all of them they add a total of 5 bathrooms and 7 rooms, all exterior, with lots of light and of an enviable size. In addition, as an added value, the first floor has a large terrace and a balcony, both with views of the magnificent garden that surrounds the property. Nestled between the Collserola mountains, above Diagonal, and located to the west of the city, we find the exclusive neighborhood of Pedralbes. Its name derives from the Old Catalan “Pedres Albes” or white stones, in reference to the distinctive white stones of the Medieval Monastery. The atmosphere of the monastery seems to be transferred to the rest of the neighborhood with its quiet streets. Pedralbes is a quiet residential area with no tall buildings or skyscrapers. It is the area chosen by people who are looking for a private lifestyle while being close to the city center. Many families choose this neighborhood for its proximity to the city's international schools.",False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/ea/a3/bf/1120000988.jpg', 'tag': 'facade'}]}","{'commercialName': 'Engel & Völkers Barcelona', 'phone1': {'phoneNumber': '936174996', 'formattedPhone': '936 17 49 96', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936174996', 'nationalNumber': True}, 'contactName': 'Barcelona MMC - Zona Alta - S1', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/d3/de/38/engel-volkers-barcelona.gif', 'contactMethod': 'all', 'micrositeShortName': 'engel-volkers-barcelona'}",,5590.0,"{'hasSwimmingPool': False, 'hasTerrace': True, 'hasAirConditioning': False, 'hasBoxRoom': False, 'hasGarden': True}","{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pedralbes, Barcelona', 'title': 'Detached house'}",True,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,,,,,,,,,,POINT (2.1035172 41.3901593)
6,101814175,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/aa/50/a4/1134675690.jpg,GV-603,15,9950000.0,chalet,sale,1780.0,False,7,5,Avenida Pearson,Barcelona,Barcelona,Les Corts,es,Pedralbes,0-EU-ES-08-13-001-019-04-003,41.3928485,2.1055903,False,https://www.idealista.com/inmueble/101814175/,"In the Collserola mountains, on the famous Diagonal avenue, stands an impressive mansion that captures the essence of the exclusive Pedralbes neighborhood in Barcelona.Presented by the Immotècnics real estate boutique, we present to you this magnificent house, which dates back to 1940 and covers an astonishing area of 1780 square meters. With a rich history as a cultural residence in its recent past, this house has been carefully remodeled to suit its latest use.Its current distribution has been conceived with a functional approach, offering an ideal environment for cultural events and artistic residency.The property consists of four floors connected by an elegant wooden and marble staircase, which stands as an architectural masterpiece in itself. The mansion has five bathrooms and seven bedrooms, all of them exterior and bathed in abundant natural light, thanks to its privileged location.Each room is generously sized, providing a comfortable and luxurious space for residents and their guests.The large windows offer panoramic views of the mountainous surroundings and the lush landscape that surrounds the property. An exquisite 3,573 square meter garden wraps around the mansion, creating an oasis of serenity and privacy in the midst of the bustling city.This green space offers a perfect refuge to enjoy moments of relaxation in the open air and is the ideal setting for outdoor events and social gatherings. In addition, an elegant swimming pool complements the environment, providing the opportunity to enjoy a refreshing swim while contemplating the beauty of the mountains and the city of Barcelona. In short, this mansion between the Collserola mountains and the exclusive Pedralbes neighborhood represents a unique opportunity for those seeking a sophisticated lifestyle in a natural and privileged environment.With its magnificent architecture, generous spaces, enchanting garden and relaxing pool, this property is a true treasure in an enviable location. **EXPENSES AND TAXES SEPARATE FROM THE SALE PRICE** Attention Owner! Do you need to sell your home? Immotècnics Real Estate is not a traditional real estate agency, we are a boutique real estate. We bet more on quality than quantity in our property portfolio.This way we can work and invest more for and for each of our properties and personalize personal relationships, in order to offer the best homes to our buyer customers. With the experience of more than 3000 closed operations. Contact us or come and visit us at any of our boutiques in BARCELONA, GRANOLLERS and CALDES D'ESTRAC.",False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/aa/50/a4/1134675690.jpg', 'tag': 'views'}]}","{'commercialName': 'Immotecnics granollers s.l', 'phone1': {'phoneNumber': '936177355', 'formattedPhone': '936 17 73 55', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936177355', 'nationalNumber': True}, 'contactName': 'Immotecnics', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/9c/6d/db/immotecnics-granollers.gif', 'contactMethod': 'all', 'micrositeShortName': 'immotecnics-granollers'}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5590.0,"{'hasTerrace': True, 'hasAirConditioning': False, 'hasGarden': True}","{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pedralbes, Barcelona', 'title': 'Detached house in Avenida Pearson'}",False,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,,,,,,,,,,POINT (2.1055903 41.3928485)
7,99340853,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/9b/d3/29/1040805811.jpg,2351,37,9950000.0,chalet,sale,1000.0,False,10,10,Avenida de Pearson,Barcelona,Barcelona,Les Corts,es,Pedralbes,0-EU-ES-08-13-001-019-04-003,41.3921918,2.1058495,False,https://www.idealista.com/inmueble/99340853/,"Max Ricart presents this property built in 1940 on Avenida Pearson de Pedralbes, located on a 2,000 square meter plot. It consists of four floors with a constructed area of 1,106 square meters. This farm is currently leased to a prestigious school in the city of Barcelona. Do not hesitate to contact us for information on rent or purchase..",True,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/9b/d3/29/1040805811.jpg', 'tag': 'facade'}]}","{'commercialName': 'Max Ricart', 'phone1': {'phoneNumber': '936176507', 'formattedPhone': '936 17 65 07', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936176507', 'nationalNumber': True}, 'contactName': 'Oscar', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/9c/c9/88/maxricart.gif', 'contactMethod': 'all', 'micrositeShortName': 'maxricart'}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",9950.0,"{'hasSwimmingPool': True, 'hasTerrace': True, 'hasAirConditioning': True, 'hasBoxRoom': True, 'hasGarden': True}",{'typology': 'chalet'},"{'subtitle': 'Pedralbes, Barcelona', 'title': 'House in Avenida de Pearson'}",False,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,,,,,,,,,,POINT (2.1058495 41.3921918)
8,101393072,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/48/41/05/1120469532.jpg,ElinasK,25,9000000.0,penthouse,sale,340.0,False,4,8,Avenida de Pau Casals,Barcelona,Barcelona,Sarrià-Sant Gervasi,es,Sant Gervasi - Galvany,0-EU-ES-08-13-001-019-05-005,41.3932826,2.142797,False,https://www.idealista.com/inmueble/101393072/,"Floor 10th, penthouse apartment total surface area 340 m², usable floor area 300 m², single bedrooms: 2, double bedrooms: 3, 4 bathrooms, 4 toilets, wheelchair-friendly, air conditioning (hot and cold), age less than 5 years, built-in wardrobes, lift, balcony, heating (electric), ext. woodwork (wood), internal carpentry, fireplace, kitchen, dining room, state of repair: new build, car park (2), gas, community fees: between 80 and 100€, garden (own), utility room, furnished, neighbours per floor: 2, facing east, automatic door phone, reinforced door, security system, sunny, telephone, terrace, lands: parquet, storeroom, double glazing, pets are allowed, inner courtyard.",True,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/48/41/05/1120469532.jpg', 'tag': 'kitchen'}]}","{'commercialName': 'Oak Properties', 'phone1': {'phoneNumber': '936174577', 'formattedPhone': '936 17 45 77', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936174577', 'nationalNumber': True}, 'contactName': 'OAK PROPERTIES', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/a3/ef/7f/oak-properties.gif', 'contactMethod': 'all', 'micrositeShortName': 'oak-properties'}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",26471.0,"{'hasSwimmingPool': False, 'hasTerrace': True, 'hasAirConditioning': True, 'hasBoxRoom': True, 'hasGarden': True}","{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Sant Gervasi - Galvany, Barcelona', 'title': 'Penthouse in Avenida de Pau Casals'}",True,False,False,False,,False,False,False,False,False,False,10,True,,,,,,,,POINT (2.142797 41.3932826)
9,100641136,https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/5b/60/1b/1130007374.jpg,PED-27021C,12,8350000.0,chalet,sale,1120.0,False,6,8,Calle de Joan d'Alòs,Barcelona,Barcelona,Les Corts,es,Pedralbes,0-EU-ES-08-13-001-019-04-003,41.3889457,2.1059558,False,https://www.idealista.com/inmueble/100641136/,"Undoubtedly a spectacular house in Pedralbes that boasts luxury and comfort. The house has six spacious bedrooms, each with its own unique design and decoration.  It also has an impressive outdoor area that includes a crystal clear swimming pool, perfect for cooling off on hot days. The pool is surrounded by a terrace with comfortable sun loungers and umbrellas, making it an ideal place to relax and have fun. In addition to the pool, the property has a tennis court, perfect for sports enthusiasts who want to play a friendly game. The court is well maintained and offers a beautiful view of the surrounding landscape. The en-suite bedrooms are designed to offer total comfort the large windows offer plenty of natural light and panoramic views of the surroundings. The interior of the house is equally impressive, with a spacious living room featuring a comfortable sitting area, large windows. The living room opens to a beautiful dining room, perfect for hosting large gatherings and dinners. The kitchen is fully equipped with high-end appliances and offers ample space for cooking. It also features a large island and plenty of counter space. The house is located in Pedralbes, one of Barcelona's most exclusive neighborhoods, and offers easy access to shopping, dining and entertainment options. With its luxurious amenities and prime location, Barcelona is the perfect place to enjoy a relaxing and unforgettable vacation.",True,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/5b/60/1b/1130007374.jpg', 'tag': 'facade'}]}","{'commercialName': 'Albatros Luxury Real Estate', 'phone1': {'phoneNumber': '936174033', 'formattedPhone': '936 17 40 33', 'prefix': '34', 'phoneNumberForMobileDialing': '+34936174033', 'nationalNumber': True}, 'contactName': 'Albatros Luxury Real Estate', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.com/d3/a0/5f/albatros-luxury-real-estate.gif', 'contactMethod': 'all', 'micrositeShortName': 'albatros-luxury-real-estate'}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7455.0,"{'hasSwimmingPool': True, 'hasTerrace': False, 'hasAirConditioning': False, 'hasBoxRoom': False, 'hasGarden': True}","{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pedralbes, Barcelona', 'title': ""Detached house in Calle de Joan d'Alòs""}",True,False,False,False,"[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",False,False,False,False,False,False,,,,,,,,,,POINT (2.1059558 41.3889457)
